feedback_id,customer_id,feedback_text,feedback_category,date,sentiment,response_required,response_time,resolved
281,3557,Other time style offer rise office event threat order.,Customer Support,2024-04-21,neutral,No,,No
282,3835,Tree effort ago go back region task bar.,Customer Support,2024-01-05,neutral,Yes,21.683381922627905,Yes
283,2198,Meet only movie away box walk court dream crime her.,Customer Support,2024-06-06,negative,No,,Yes
284,1029,Music summer customer level range fact realize set they different certainly during somebody.,Delivery,2024-08-24,positive,No,,No
285,2183,Course when Mrs although but hand war.,Delivery,2024-02-15,negative,Yes,,No
286,3980,Probably house contain their up far guess to successful evidence artist consider front method do democratic.,Delivery,2024-02-15,neutral,Yes,46.282855991990516,Yes
287,1416,Under ready order tough situation.,Pricing,2024-07-31,positive,No,,Yes
288,4932,Republican democratic energy remember hot voice few health blood just soon about.,Pricing,2024-03-02,positive,Yes,33.1985231458418,Yes
289,4586,College those region parent real hold or win my.,Product Quality,2024-03-26,positive,Yes,,Yes
290,2208,Certain billion student tonight upon significant door fear.,Product Quality,2024-05-31,positive,No,44.24012213448177,No
291,3831,Everyone affect take hospital hospital scientist similar couple understand.,Pricing,2024-08-09,positive,No,48.66341718415831,Yes
292,3559,Street dark west nice commercial miss father former phone leg account indeed.,Product Quality,2024-07-16,neutral,No,,No
293,2619,We company bad camera agreement you enough prove.,Delivery,2024-03-08,negative,No,,Yes
294,1885,Most feeling letter could detail watch hand.,Delivery,2024-07-07,negative,Yes,,Yes
295,1614,Country nature one leg rate debate once believe good will.,Delivery,2024-07-06,negative,Yes,39.19864616151456,No
296,1607,Heavy tonight politics respond lot its a food.,Product Quality,2024-01-14,neutral,Yes,,No
297,3398,Crime close near cut system simple such notice speech nature reduce next score notice growth cover summer.,Product Quality,2024-07-09,positive,No,27.19013112012884,Yes
298,3307,Factor stay among culture training tree sense though them scientist study reduce moment police.,Customer Support,2024-03-12,neutral,Yes,,Yes
299,1581,Course reach heart whether power drop goal lead different ability at company down general.,Pricing,2024-01-21,negative,No,30.05798611119517,Yes
300,4883,Help also use.,Pricing,2024-08-16,positive,No,,Yes
301,3695,Sister relate staff less station body itself itself smile surface prepare here now peace.,Customer Support,2024-04-17,neutral,No,,No
302,2770,You community magazine hair affect she bill couple especially money space into myself staff serve really those.,Pricing,2024-04-18,neutral,Yes,,Yes
303,1983,Describe song production practice reach try according own top.,Customer Support,2024-02-13,positive,Yes,20.088068494634136,Yes
304,4249,House seek food likely may order reflect from word another expect analysis speech military thought present station image.,Delivery,2024-04-09,negative,No,,No
305,3002,Responsibility audience surface the instead attention.,Delivery,2024-05-27,neutral,Yes,48.701155978094974,No
306,1701,Even tend because near director camera manager western according wait already manage.,Product Quality,2024-04-11,positive,Yes,,Yes
307,1960,Our window attorney on true live understand.,Delivery,2024-06-28,negative,No,,No
308,1111,Energy pick understand turn expert citizen modern money keep wonder somebody thank.,Product Quality,2024-01-12,neutral,No,,No
309,2810,Require think rich woman six each social major conference hard land away.,Pricing,2024-08-30,neutral,No,30.687051159400816,Yes
310,1069,Ok at young machine.,Customer Support,2024-08-31,negative,Yes,,No
311,2074,Final especially garden almost create kid hour treat at even eye financial challenge bill cause image protect as.,Product Quality,2024-06-09,positive,No,27.20432513139404,No
312,4215,Sell former culture interesting instead parent despite six new list this around ever cell.,Pricing,2024-04-22,positive,No,36.291091250521774,No
313,3537,Important value agent must environmental participant great order deep land.,Product Quality,2024-02-16,negative,Yes,,No
314,4897,Letter structure reflect happy foreign themselves fact area be ready subject people.,Customer Support,2024-03-14,positive,No,56.13152415437448,Yes
315,1637,But exist dog democratic.,Pricing,2024-02-17,positive,No,,Yes
316,2199,Risk beautiful focus public door.,Customer Support,2024-04-19,negative,Yes,16.517273062890304,Yes
317,2528,Actually accept me heart word news thank.,Product Quality,2024-05-28,negative,No,,No
318,2222,Decade imagine many international seem less speech soon theory just career.,Pricing,2024-04-12,positive,Yes,,No
319,3880,Each reality story section teacher mean make explain child.,Customer Support,2024-07-01,negative,Yes,47.272581647090725,No
320,2088,Ask major agreement treat debate may resource special.,Product Quality,2024-07-29,positive,No,36.4674401652787,Yes
321,3391,Significant network business value most know language anything technology order new require himself tough bit arrive hear part toward.,Customer Support,2024-03-15,positive,No,,No
322,4739,Book home pretty ahead can job cell learn.,Delivery,2024-05-25,neutral,Yes,,No
323,3740,Article she yeah.,Product Quality,2024-02-12,negative,Yes,18.747920563047945,Yes
324,4305,First old light since rich.,Customer Support,2024-03-24,negative,Yes,,No
325,1320,Out our operation others.,Pricing,2024-04-21,neutral,No,18.482557540116954,Yes
326,4106,Weight sit process include entire peace involve despite wide.,Customer Support,2024-01-23,negative,Yes,,Yes
327,1601,Themselves thing enter learn make administration.,Product Quality,2024-07-06,negative,Yes,17.71304006065792,No
328,1950,Sing of student shake effort.,Pricing,2024-02-25,neutral,Yes,45.50921235785599,No
329,1024,Quite any war field back want offer.,Customer Support,2024-09-01,negative,Yes,25.33041526493583,No
330,3795,Drive couple democratic evidence whether believe keep stand expert eat suggest whole everybody mission age over.,Pricing,2024-01-22,neutral,Yes,,No
331,4699,Get cover thus measure church arrive item attention each.,Pricing,2024-05-09,neutral,No,,Yes
332,4549,Material his majority charge table stay community or tell fight issue.,Pricing,2024-03-30,neutral,No,,Yes
333,4130,Church whose say building Mr bill international production street.,Customer Support,2024-03-19,positive,No,,No
334,4400,Election go sure how rule onto rest add land forward.,Product Quality,2024-03-10,positive,Yes,49.26990172348489,Yes
335,2173,Bad hard rule draw father offer space seem if.,Customer Support,2024-02-22,positive,Yes,,No
336,2606,Feeling business treat head tell unit better.,Delivery,2024-08-03,negative,Yes,,Yes
337,3778,Safe party like light standard TV sister church mother fight gun material baby floor herself south.,Delivery,2024-08-21,positive,Yes,48.16186197881008,No
338,1565,We mission by American floor begin game recent decide.,Delivery,2024-05-29,positive,Yes,35.28397532572198,No
339,3906,Movement live tell agreement employee white professional challenge difficult person gas radio consumer.,Pricing,2024-04-20,positive,No,25.302648664221515,No
340,2566,Prevent successful with though model election need.,Delivery,2024-04-28,positive,Yes,,No
341,4335,Evidence ask push page last friend speech near move what eye.,Product Quality,2024-08-15,negative,No,24.394010527823625,No
342,1682,Chair there second too teacher do.,Pricing,2024-07-05,negative,No,,No
343,3803,Address state answer service similar blood huge pass shake draw go color available.,Customer Support,2024-07-19,negative,No,31.45364865424735,Yes
344,1168,Home night various camera lawyer land somebody people.,Pricing,2024-07-10,positive,Yes,,Yes
345,2246,Arm campaign force boy lead population remember spring course structure market only science.,Pricing,2024-03-27,positive,Yes,,Yes
346,4302,Say radio hotel should various.,Delivery,2024-04-23,negative,No,,No
347,4657,Tonight physical bit different body whether however cup other run option usually benefit sign garden far really seek idea.,Product Quality,2024-04-01,neutral,No,46.269945093302404,No
348,1771,Medical drive Mrs inside school than student science your national leader expert.,Customer Support,2024-02-10,negative,Yes,59.48502748988341,Yes
349,1207,Strong kitchen me chair seem human quite talk.,Product Quality,2024-02-17,negative,Yes,32.54268702456723,Yes
350,3123,Thousand right talk industry agreement run million available prepare attorney first yard.,Customer Support,2024-05-30,neutral,No,35.10350427099289,Yes
351,3450,Rather determine product reduce eat turn forward.,Product Quality,2024-06-16,positive,No,35.50187583705712,Yes
352,4435,Season management give decade real turn argue term section story.,Pricing,2024-04-12,neutral,No,,Yes
353,4511,Family half range store feeling be form.,Delivery,2024-09-11,negative,No,,No
354,3928,Subject real pick standard will generation national soldier entire read clearly health dream knowledge idea PM lawyer.,Product Quality,2024-06-11,neutral,No,,Yes
355,3787,Action compare issue other lay customer represent determine animal leg old military trade money protect to yourself.,Customer Support,2024-05-12,negative,No,,No
356,1529,Catch page treat treatment.,Delivery,2024-02-04,positive,Yes,23.81790971792427,Yes
357,4157,Just name region hospital must thousand stop turn during defense impact identify quickly.,Delivery,2024-08-25,neutral,No,49.65153952774124,No
358,1115,Behind source room strategy explain meeting.,Pricing,2024-05-16,negative,No,36.32030990477074,Yes
359,4143,Beautiful memory listen century child huge edge who expert authority the miss result remain picture continue often.,Delivery,2024-03-14,neutral,No,,No
360,1984,Amount several foot government economy ability knowledge manager receive.,Customer Support,2024-02-02,negative,No,,Yes
361,4426,Some to seek mention husband upon single pick open way authority onto.,Pricing,2024-02-13,negative,Yes,36.70238925775018,Yes
362,2793,Today water both local lot second second heart.,Delivery,2024-03-20,neutral,No,44.68972970950091,No
363,3294,Floor stock reduce hand.,Customer Support,2024-08-05,positive,Yes,56.50282074757922,No
364,1230,Expect appear college box media west garden player fast he newspaper themselves.,Product Quality,2024-01-14,neutral,No,,No
365,2913,Recognize watch research call practice sometimes walk past doctor skill project lose.,Product Quality,2024-04-23,negative,No,,No
366,4438,Student floor card fear suffer suffer.,Product Quality,2024-05-25,negative,Yes,58.95563642778355,No
367,4234,Magazine report weight trade occur.,Product Quality,2024-06-26,positive,Yes,,Yes
368,3427,Law land fly consider look she enjoy fly public right these test piece may.,Customer Support,2024-01-20,negative,Yes,,Yes
369,2381,Ready make hard never wide soon citizen.,Pricing,2024-05-15,neutral,No,,Yes
370,1347,Blood join customer indicate point into price boy sign.,Delivery,2024-08-24,negative,No,,Yes
371,1144,Cost hold around environment budget economy.,Pricing,2024-04-13,negative,No,41.43741048173373,No
372,4963,Huge difference business prepare choice become today different range network.,Delivery,2024-05-03,negative,No,44.37758679551303,Yes
373,3192,Land within majority source those significant husband responsibility.,Delivery,2024-01-28,positive,No,,No
374,4569,Indeed concern understand Mrs early president probably himself not.,Delivery,2024-04-01,positive,No,,Yes
375,1972,Able why happen especially it unit dream stock spend conference again win wear community.,Product Quality,2024-07-29,neutral,No,,Yes
376,3533,Begin story table standard send cold say.,Pricing,2024-03-11,positive,No,,No
377,2073,Meet evening where style modern argue last city natural role will reality bring human common make music.,Pricing,2024-03-31,positive,No,13.809557016994164,Yes
378,1566,Glass recognize religious election wind sell unit add sign society quality society property lot surface human contain free.,Product Quality,2024-06-28,negative,No,53.53566267127524,No
379,2674,Sure store instead quality how level analysis Democrat much send know today number crime.,Delivery,2024-08-24,neutral,Yes,,Yes
380,3919,Cold evidence ask remember note military campaign style represent fund.,Delivery,2024-06-16,negative,No,,Yes
381,1883,Dog create modern should perform too soldier rock other above piece while send tell wide discussion skin.,Delivery,2024-05-04,positive,Yes,,No
382,2461,Grow name try bar power.,Delivery,2024-02-08,negative,Yes,23.53348671356013,No
383,1577,Kitchen then seek TV above they from pick message air.,Product Quality,2024-03-01,negative,Yes,,Yes
384,2381,Event action few need Republican bank once table wait.,Customer Support,2024-09-11,negative,Yes,38.576873231980585,No
385,1930,For senior sell interest garden window ask few appear beat race you already machine establish yourself who.,Delivery,2024-04-07,neutral,No,,No
386,3823,Finish ability picture health training watch.,Delivery,2024-04-16,positive,No,,No
387,1423,Per green although maintain around food fast adult safe response start forward south high probably former soldier.,Product Quality,2024-06-28,neutral,Yes,,Yes
388,2792,Read edge training wall western production must western service special play read lot field respond.,Product Quality,2024-04-05,positive,Yes,51.59949621047922,Yes
389,3080,Which out reflect participant fast consider race clear owner share else later large dark science.,Product Quality,2024-02-28,neutral,No,,No
390,3715,Thought after reflect maintain adult room each region.,Product Quality,2024-04-05,neutral,Yes,,Yes
391,2765,Memory bit language day arm light.,Delivery,2024-08-30,negative,Yes,45.472544103263274,No
392,2249,Generation range food reach week born state fire address health action be may easy herself drive Democrat.,Delivery,2024-07-20,positive,Yes,31.030540382089534,No
393,4644,Test voice you player might provide piece gas positive mention indicate help spring government.,Pricing,2024-07-27,neutral,Yes,25.611947318389003,No
394,1313,About necessary official walk stage affect lay accept.,Product Quality,2024-03-16,negative,Yes,25.508785272666593,No
395,1068,Account end individual minute station change.,Customer Support,2024-07-28,positive,No,42.461000208783055,No
396,4306,Follow husband station see treatment evening his.,Pricing,2024-08-01,positive,No,,No
397,1079,Morning it event those concern yard week own mean business member country season appear.,Delivery,2024-08-25,positive,No,28.1396526255385,No
398,1578,Doctor religious program school network thus.,Pricing,2024-05-13,positive,No,55.49949878999395,Yes
399,2995,Design through couple throw our station decide consider.,Delivery,2024-03-07,positive,Yes,,Yes
400,1965,Anything specific performance coach character hair assume picture general sure either.,Pricing,2024-04-20,negative,No,,Yes
401,3021,Article thousand conference us region on.,Product Quality,2024-02-12,negative,Yes,,No
402,2047,Senior hand another care blood mention.,Customer Support,2024-07-06,positive,No,43.095866889123386,No
403,3281,Event notice reduce toward east now class process woman campaign receive better whose and.,Product Quality,2024-09-06,positive,Yes,48.90770534089224,Yes
404,4026,Lot they knowledge question item huge statement can catch what success type detail president.,Delivery,2024-04-13,neutral,No,,Yes
405,2767,City involve today matter then write without popular century become according per.,Delivery,2024-02-20,positive,No,55.44409135519758,No
406,4178,Language sign important stage.,Product Quality,2024-03-09,positive,No,11.806734446014952,No
407,1245,Drop follow instead blue process although.,Delivery,2024-08-29,negative,No,,No
408,2743,Sign affect charge south challenge more drop.,Delivery,2024-05-27,negative,No,,No
409,4130,Executive suddenly listen author pressure parent else should.,Pricing,2024-08-10,positive,Yes,43.52220402597931,No
410,2305,Throw research home.,Customer Support,2024-06-13,neutral,No,10.71708069328334,No
411,1716,Also tree loss happy himself issue story well study head today seat discuss.,Pricing,2024-08-03,negative,Yes,41.24742849615184,No
412,1352,Democratic free cold allow spend certain detail compare this their fire carry teach bag car positive throughout significant mention.,Customer Support,2024-06-29,negative,No,40.88958504119382,No
413,4518,Political indicate reduce.,Delivery,2024-07-25,negative,Yes,,Yes
414,3803,Do behind pressure scene child almost.,Product Quality,2024-04-19,negative,No,,Yes
415,3196,Rest major let act our manager whom home born break today.,Delivery,2024-04-05,negative,Yes,54.069130225904544,No
416,4783,Their thousand range learn leave particular argue.,Delivery,2024-08-19,positive,Yes,38.24427491544614,Yes
417,4239,Civil hold pretty project model catch natural machine catch beautiful his must responsibility us read.,Customer Support,2024-05-17,neutral,No,,Yes
418,3249,Discussion director amount course onto easy common maintain now.,Pricing,2024-08-28,neutral,No,,No
419,4169,Week green door much.,Delivery,2024-05-24,positive,No,,Yes
420,4453,Carry by task down various result choose character partner claim.,Pricing,2024-06-28,positive,No,30.74688041866851,No
421,1748,Herself yeah trip she success your.,Pricing,2024-07-28,neutral,No,,No
422,3152,Me group represent instead under year.,Product Quality,2024-09-06,positive,No,,No
423,4240,Light avoid indicate should add despite range author.,Pricing,2024-06-26,positive,Yes,30.62892912693971,Yes
424,4143,Argue upon commercial land religious affect instead stop receive begin allow run debate.,Customer Support,2024-03-21,neutral,No,25.44968028907033,No
425,1509,Very over interview stop tree try leave lot executive practice eight.,Delivery,2024-06-13,positive,No,,Yes
426,4470,She study bad man member attention machine win support summer.,Pricing,2024-06-11,positive,Yes,,Yes
427,1822,Scene technology most exist these social among method.,Product Quality,2024-07-19,negative,Yes,47.87656615771052,No
428,2922,Human what everyone different without class.,Pricing,2024-05-20,neutral,Yes,,No
429,3189,Soon outside me avoid dinner stock total daughter environmental total into town improve.,Pricing,2024-01-28,positive,Yes,59.44841680431779,No
430,3999,Discuss fact it already material can situation chance throughout later know.,Product Quality,2024-02-11,positive,No,,Yes
431,1988,Everyone either much property modern size decide trip artist.,Product Quality,2024-06-28,positive,No,21.04275094388632,No
432,3043,Hold can seek you religious whatever cell run.,Product Quality,2024-07-09,positive,Yes,,Yes
433,2456,Argue trial song if would deal make decide go.,Product Quality,2024-05-30,neutral,No,37.54325486922943,No
434,2817,Second movie wonder sea method cup eye factor bag lawyer avoid eat finish police when stuff opportunity.,Product Quality,2024-08-06,positive,No,22.157404584291754,No
435,4136,Consider find common white order through Republican once thank act state within.,Customer Support,2024-05-18,positive,Yes,16.264648096093527,No
436,1824,Movie recently think these call already lawyer five fish rise.,Pricing,2024-02-20,negative,No,51.941539640894995,Yes
437,4694,Prove recently white then morning poor.,Product Quality,2024-08-16,negative,Yes,,Yes
438,1378,Number marriage question throughout memory your field heart.,Product Quality,2024-03-10,negative,No,25.186422227046656,Yes
439,2789,Individual determine above pressure personal receive pattern.,Product Quality,2024-09-03,positive,Yes,38.093577349177124,Yes
440,4254,Develop leave manager whatever month.,Product Quality,2024-03-13,negative,Yes,54.55067535866779,No
441,2287,All whole this ever inside chance administration benefit.,Pricing,2024-06-13,positive,Yes,,Yes
442,1669,Face she red about black those image method risk group.,Product Quality,2024-04-30,positive,Yes,,No
443,3531,Under story possible prove up also north star nothing.,Customer Support,2024-05-04,negative,No,59.98566580703914,Yes
444,4928,Grow kid law.,Product Quality,2024-01-07,neutral,No,30.295928875532255,Yes
445,4133,Newspaper late wonder result gas relationship evidence book since lot push.,Customer Support,2024-01-14,positive,Yes,,No
446,4284,Soon we lead return board difficult born identify pass house great star work long drug range consider deal.,Customer Support,2024-03-06,neutral,Yes,30.748982490330288,No
447,2963,Low life to full detail remember alone why put put score.,Delivery,2024-02-18,neutral,No,31.191155010777585,No
448,1609,Cover leader little someone really southern analysis opportunity player total perform own deep character respond question itself part bar.,Product Quality,2024-08-02,neutral,Yes,23.38502863349418,Yes
449,3569,Ground price five serious speech central herself book beautiful.,Delivery,2024-09-04,neutral,No,19.174076019645476,Yes
450,3346,Bill represent speech remember she.,Pricing,2024-05-02,positive,No,10.712834904991317,No
451,3311,Out put theory enter radio some dog.,Customer Support,2024-06-11,negative,Yes,,Yes
452,3580,Me really themselves town so chance rock.,Pricing,2024-08-31,positive,No,42.64726234890628,Yes
453,1925,Middle pattern whole industry should discuss.,Delivery,2024-02-15,neutral,No,,Yes
454,3880,He song ten same direction special window.,Product Quality,2024-01-31,neutral,No,,No
455,3402,Wrong when American human quality drive rock.,Product Quality,2024-08-24,positive,No,,No
456,4322,Marriage nor former wrong provide cover.,Delivery,2024-05-22,negative,No,40.797257128227685,No
457,4824,Week other much democratic democratic course quickly heavy.,Pricing,2024-02-14,neutral,Yes,,No
458,4227,Sign common call race wear computer mean month choice perform go not determine mean cause lawyer part family hit.,Delivery,2024-05-13,negative,Yes,,Yes
459,4789,Toward group two control couple partner.,Customer Support,2024-03-28,negative,No,,No
460,1325,Computer story forget program to.,Product Quality,2024-01-25,positive,Yes,,No
461,2593,Voice must natural skill key goal enter pay just image party third fill.,Customer Support,2024-05-10,negative,No,,Yes
462,2545,Teach financial region morning cost kid amount concern first second building.,Product Quality,2024-04-18,positive,Yes,17.28031285444709,Yes
463,4176,Detail major business number.,Delivery,2024-01-28,neutral,Yes,,No
464,3071,Arrive political often science important media yeah choose nice but range drive writer test.,Delivery,2024-06-01,negative,Yes,11.81343063965047,Yes
465,2867,From possible protect star live.,Pricing,2024-08-12,neutral,Yes,19.874350306410445,No
466,4696,Enter record person foot sound PM step.,Delivery,2024-01-07,neutral,Yes,,No
467,4233,Project he agent energy should parent allow discuss represent.,Customer Support,2024-04-13,neutral,Yes,49.876539134371484,No
468,4767,Strategy public professional forward travel approach phone.,Customer Support,2024-03-22,positive,No,,No
469,4641,Benefit mind behind yet.,Product Quality,2024-03-05,neutral,No,26.346477857724096,No
470,1903,Customer party sound number break trip short.,Pricing,2024-03-03,negative,No,,Yes
471,4334,Box home pressure middle media shake life bit likely movement he material or within him fall upon class.,Pricing,2024-01-19,neutral,Yes,,Yes
472,1597,Scene me late cost move type unit character protect little sign.,Product Quality,2024-01-22,positive,No,10.826162608363868,Yes
473,2560,Fact house message whatever yeah former mention if vote several center.,Delivery,2024-04-04,neutral,No,51.43596805753113,Yes
474,1024,Hit yard benefit reflect participant future city address region perhaps represent stand black floor position current federal right admit.,Customer Support,2024-01-24,negative,No,,Yes
475,1031,Challenge he military gun.,Product Quality,2024-03-03,neutral,Yes,12.437384651928355,No
476,4513,Structure movie if pattern save school than least necessary.,Pricing,2024-06-04,negative,Yes,15.57344674133774,Yes
477,1242,Form rise reason mention support choice soldier in suggest statement investment list police yeah stage follow subject reality take.,Pricing,2024-08-17,neutral,Yes,,No
478,4114,Film quite give believe.,Customer Support,2024-03-28,negative,Yes,41.75442771124781,Yes
479,4338,Ability feel build argue kid simple employee father as.,Product Quality,2024-09-10,neutral,Yes,57.454086763737216,Yes
480,2722,Born what anyone fast charge light.,Product Quality,2024-04-23,negative,Yes,,No
481,2903,Quality arrive quality large we.,Product Quality,2024-05-13,neutral,Yes,,Yes
482,4894,Include social after claim these when range.,Product Quality,2024-06-14,positive,No,23.772018806931847,No
483,1051,He and sure sea imagine guy only make research interest should community realize rock central.,Customer Support,2024-02-25,positive,No,10.13688392820031,No
484,4532,Site ahead which miss.,Delivery,2024-01-23,neutral,No,20.92405329625167,No
485,1109,Family box manager hospital Mrs professional front middle machine argue sense piece since crime color pick mouth.,Product Quality,2024-01-13,negative,No,,Yes
486,1773,Knowledge coach matter plan scientist fast.,Customer Support,2024-01-03,neutral,Yes,,No
487,3361,Recent her remember top west no service.,Pricing,2024-03-03,negative,No,36.84020330629717,Yes
488,2019,Weight field by last against education yeah.,Pricing,2024-03-05,negative,Yes,,No
489,4041,Pressure end any water produce voice.,Pricing,2024-04-02,positive,Yes,,Yes
490,2542,Price decision let smile.,Customer Support,2024-07-06,neutral,No,12.446177039539826,No
491,3271,This movement put not magazine produce.,Customer Support,2024-07-17,neutral,Yes,55.43075443762647,No
492,4512,Time person day police billion official share kitchen push continue he place.,Pricing,2024-01-24,positive,Yes,,No
493,2204,Bar station establish good born low service television too skill yet nor fight toward morning.,Product Quality,2024-04-03,neutral,Yes,,Yes
494,3333,Write get speak full natural remember.,Product Quality,2024-08-08,positive,Yes,,Yes
495,2777,Light stay responsibility strong drug national family old.,Product Quality,2024-07-13,neutral,No,37.72760040506337,Yes
496,3701,Music kid small matter onto.,Delivery,2024-02-16,negative,Yes,18.66782061415272,Yes
497,2020,Campaign scientist animal fly election million involve industry.,Pricing,2024-07-21,negative,No,,No
498,3087,Wide certainly guess home lay unit prevent entire leave.,Customer Support,2024-07-12,positive,No,,No
499,3339,Quite suffer start history recognize significant white place paper my.,Pricing,2024-01-11,positive,No,,Yes
500,3825,Mention reflect research shoulder car reduce or trial discover paper responsibility wait window money.,Pricing,2024-04-03,positive,Yes,40.17261489398366,Yes
501,4050,Eat beat decision trip north learn million work manager account water but series evening.,Product Quality,2024-05-06,negative,No,17.653460900655055,Yes
502,3038,Team morning prevent start dark check nice walk kitchen case work pick political reality second PM.,Product Quality,2024-06-20,neutral,No,,No
503,2624,Sea tell candidate.,Pricing,2024-05-25,positive,No,31.48107628717697,No
504,2625,Set news upon.,Customer Support,2024-06-28,negative,Yes,,No
505,2706,Mention huge item drug gas road hotel more education according I while.,Pricing,2024-02-23,positive,Yes,,No
506,1336,Prove little worry last structure represent customer huge game certain reflect check citizen shoulder future.,Delivery,2024-02-07,neutral,Yes,56.454581599951425,No
507,1314,Fear church be mind high leave boy might kind street history.,Pricing,2024-01-31,positive,No,29.92457670642122,Yes
508,3764,Language team man call material.,Pricing,2024-09-08,negative,Yes,,No
509,3482,Company economy shake more hour bed material sometimes film order environmental.,Product Quality,2024-03-13,negative,Yes,15.109908502709782,Yes
510,1087,Cold book Republican minute adult billion good small go eight story memory.,Delivery,2024-05-04,neutral,No,,Yes
511,3126,Stop only hope yet market of mention fast indeed realize team year fear attention fear leave little represent child collection.,Pricing,2024-07-27,positive,No,44.17244968799335,No
512,2932,Against study short those director model team more cut church choose.,Delivery,2024-08-16,neutral,No,39.664327070131264,Yes
513,2147,Sea not current will what technology institution instead training father out time reveal however.,Customer Support,2024-04-06,negative,No,50.7613675348068,No
514,2862,Much garden participant back wall clear seek within candidate.,Product Quality,2024-02-09,positive,No,55.12926642321097,No
515,2921,Think need trouble industry party.,Delivery,2024-02-12,positive,No,,No
516,1047,Wife poor us of education thought research reflect institution fast different now lay treat environmental.,Pricing,2024-08-21,positive,Yes,12.93193928514604,No
517,2751,Poor them board outside sell.,Pricing,2024-05-02,positive,Yes,,Yes
518,1604,Attention another inside rule require production.,Delivery,2024-03-06,positive,No,33.87568398408375,Yes
519,4614,Eye example yes stock analysis space growth top pretty around knowledge example.,Pricing,2024-01-31,neutral,No,10.657113789061302,No
520,3005,Level strategy consider purpose particular.,Customer Support,2024-04-12,neutral,No,28.821972201838093,Yes
521,4776,Star day forward have hotel anything chance PM important remember theory assume generation.,Customer Support,2024-07-24,positive,No,20.975519253936426,No
522,2370,Your memory late culture daughter try.,Delivery,2024-05-03,neutral,Yes,,Yes
523,3069,Economic nor argue east network upon history too pretty father rather relate.,Customer Support,2024-04-06,neutral,No,46.83476370916796,No
524,2292,With from whether member.,Customer Support,2024-04-04,negative,Yes,,No
525,1779,Age country fine yeah.,Pricing,2024-07-24,negative,Yes,32.555396424109304,Yes
526,4456,Particularly civil put.,Product Quality,2024-03-22,negative,No,,Yes
527,2996,Commercial doctor industry describe any campaign affect film build state sort bag.,Delivery,2024-04-06,positive,No,36.55820496159485,No
528,4276,Family table far skin item ground strong bag.,Pricing,2024-08-16,positive,No,,No
529,3458,Build until quality kid miss.,Pricing,2024-07-08,negative,Yes,27.424599927685254,No
530,1692,Already writer wall home them.,Pricing,2024-06-09,neutral,Yes,19.65375478470687,Yes
531,4346,Sure suggest admit moment apply beyond effect.,Delivery,2024-02-08,positive,Yes,10.71559246376744,Yes
532,3785,Star he training senior along role wife my.,Pricing,2024-02-09,positive,Yes,,No
533,2604,Clearly me true ten left name although boy note policy night fight bank painting no financial some anything.,Pricing,2024-03-31,negative,Yes,,No
534,4811,Among beautiful himself without yes apply parent face personal most medical.,Delivery,2024-06-03,negative,Yes,15.327313913267172,Yes
535,4552,Democrat center seem color.,Pricing,2024-08-24,positive,Yes,,No
536,2656,Operation whether fire heart single class.,Product Quality,2024-06-13,neutral,No,57.17287518306982,No
537,2810,While start central run scene issue treat participant yeah show yet customer effect.,Customer Support,2024-03-26,negative,No,36.50554092683957,Yes
538,4489,Stand teach middle gas what plan environmental nothing director give big product vote face successful respond.,Pricing,2024-08-03,positive,No,48.34303922313085,Yes
539,4407,Gas cover fight Congress write itself cup position avoid option.,Delivery,2024-05-11,positive,Yes,,No
540,3812,Hard college market along ok.,Product Quality,2024-08-23,positive,Yes,,No
541,1061,Pretty add keep action job responsibility appear physical computer purpose well tell friend south television.,Delivery,2024-08-26,positive,No,,No
542,2262,Simple value painting good attack whom fish oil yard serious stage learn.,Delivery,2024-09-06,positive,Yes,14.224540144681521,No
543,3030,Within executive Republican writer adult indicate.,Delivery,2024-03-03,negative,Yes,,Yes
544,1213,Year area science sea a generation rise keep theory federal build a someone.,Delivery,2024-08-20,neutral,Yes,,No
545,1004,Speak discussion win hear best official opportunity always.,Product Quality,2024-05-24,negative,Yes,52.7274844647719,No
546,1914,Shoulder onto million top sport must able financial return keep teacher sure behavior upon budget.,Customer Support,2024-02-15,negative,No,,No
547,3539,Now do computer think ground husband exactly power campaign many she ok ten message.,Customer Support,2024-05-31,positive,Yes,28.007773594904453,Yes
548,3063,Receive understand important very join anything serious general role no support century include feel itself.,Pricing,2024-08-06,neutral,No,52.615768952244906,No
549,2202,Second room collection protect remain.,Pricing,2024-07-14,neutral,No,13.691477090131723,Yes
550,3418,Media thing shoulder student consider.,Customer Support,2024-02-22,positive,Yes,46.98345421486415,Yes
551,1502,Particular single same compare third book.,Product Quality,2024-07-29,positive,No,15.76774681986571,Yes
552,2694,Office part yet dream try Mr no type language realize.,Product Quality,2024-02-17,negative,No,10.22022437109076,Yes
553,4916,Poor quickly deep guess PM yet hospital head other assume everyone unit course land life rise.,Delivery,2024-04-22,positive,No,27.348317497989115,No
554,4476,Hair try agent article hard poor politics financial garden.,Customer Support,2024-01-23,positive,Yes,48.311756016410655,No
555,2044,Culture American sea medical manage maybe act yes resource fast policy step firm down learn strong up question.,Delivery,2024-03-03,negative,No,,No
556,3121,Contain company space within many hold camera play middle call moment.,Pricing,2024-04-22,neutral,No,36.809533195960505,Yes
557,2305,Dark recently military answer team position although travel effect the.,Pricing,2024-09-12,positive,No,35.39738899994293,No
